X,Y,Z,Event-ID#,date,hour,Flowrate,Pressure
87548.6,121822.8,-4077.4587,3589,14/09/2008,21.698,49.74,12.475
87570.3,121786.9,-4077.5,3590,14/09/2008,21.702,49.75,12.475
87614.9,121917.2,-4077.5,3591,14/09/2008,21.759,49.76,12.4775
88145.4,122168.9,-4077.5025,3592,14/09/2008,21.798,49.76,12.48
87206.3,121085.1,-4077.5205,3593,14/09/2008,21.829,49.77,12.48
87235.4,121063.8,-4077.5814,3594,14/09/2008,21.833,49.78,12.4825
88288.9,121580.7,-4077.5879,3595,14/09/2008,21.837,49.79,12.485
87284.7,121102.4,-4077.6,3596,14/09/2008,21.844,49.79,12.4875
87270,121119.2,-4077.6,3597,14/09/2008,21.878,49.8,12.4875
87178,121209.5,-4077.6,3598,14/09/2008,21.899,49.81,12.49
87188.9,121191.5,-4077.6,3599,14/09/2008,21.928,49.82,12.4925
87468.1,120924.9,-4077.6223,3600,14/09/2008,21.971,49.82,12.4925
87943.9,121950.7,-4077.6995,3601,14/09/2008,21.98,49.83,12.495
87559.4,121848.8,-4077.7,3602,14/09/2008,22.043,49.84,12.495
88328.3,121619.9,-4077.7,3603,14/09/2008,22.097,49.85,12.4975
88290.8,121581,-4077.7,3604,14/09/2008,22.1,49.85,12.5
88269,121592.1,-4077.7468,3605,14/09/2008,22.113,49.86,12.5
87278.7,121106.5,-4077.7633,3606,14/09/2008,22.123,49.87,12.5025
87598.2,121924.7,-4077.7911,3607,14/09/2008,22.139,49.88,12.5025
87244.8,121086.4,-4077.7972,3608,14/09/2008,22.146,49.88,12.505
87201.1,121335.3,-4077.8,3609,14/09/2008,22.157,49.89,12.505
87185.5,121357.3,-4077.8,3610,14/09/2008,22.16,49.9,12.5075
87515.7,121811.2,-4077.8,3611,14/09/2008,22.171,49.91,12.5075
87524.7,121812.7,-4077.8,3612,14/09/2008,22.178,49.91,12.51
87545.2,121818.3,-4077.8,3613,14/09/2008,22.18,49.92,12.51
87459.9,121818.8,-4077.8,3614,14/09/2008,22.182,49.93,12.5125
88268.9,121795.4,-4077.8,3615,14/09/2008,22.195,49.94,12.5125
88382.8,121764.9,-4077.8279,3616,14/09/2008,22.199,49.94,12.5125
88259.6,121762,-4077.9,3617,14/09/2008,22.2,49.95,12.515
88346.4,121753.5,-4077.9,3618,14/09/2008,22.22,49.96,12.515
87138,121323.1,-4077.9,3619,14/09/2008,22.24,49.97,12.515
88210.5,121682.3,-4077.9,3620,14/09/2008,22.274,49.97,12.5175
88223.6,121685.3,-4077.9,3621,14/09/2008,22.283,49.98,12.5175
87425.6,120883.1,-4077.9674,3622,14/09/2008,22.324,49.99,12.5175
88222.8,121677.6,-4077.9723,3623,14/09/2008,22.328,50,12.52
88251.3,121561.9,-4078,3624,14/09/2008,22.333,50,12.52
88204.5,121692.9,-4078,3625,14/09/2008,22.339,50.01,12.52
87398.1,120935.8,-4078,3626,14/09/2008,22.344,50.02,12.52
88305.8,121546.2,-4078,3627,14/09/2008,22.357,50.03,12.52
88184.3,121738.6,-4078,3628,14/09/2008,22.366,50.03,12.5225
87420.2,120875.3,-4078,3629,14/09/2008,22.374,50.04,12.5225
88275.4,121585.6,-4078,3630,14/09/2008,22.396,50.05,12.5225
88447.9,121970.5,-4078.0242,3631,14/09/2008,22.414,50.06,12.5225
87469.1,120907,-4078.0242,3632,14/09/2008,22.419,50.06,12.5225
87446.5,120932.6,-4078.0415,3633,14/09/2008,22.433,50.07,12.5225
88416.1,122014.6,-4078.0549,3634,14/09/2008,22.44,50.08,12.5225
88382.8,122042.9,-4078.0615,3635,14/09/2008,22.444,50.09,12.5225
88421.2,121940,-4078.0729,3636,14/09/2008,22.451,50.09,12.5225
88381.9,121968.3,-4078.0788,3637,14/09/2008,22.457,48.52,12.5225
88352.3,121524.5,-4078.085,3638,14/09/2008,22.461,48.48,12.5225
88381.2,121966.4,-4078.0868,3639,14/09/2008,22.467,48.14,12.5225
88392.7,121955.5,-4078.1566,3640,14/09/2008,22.473,50.12,12.5225
88377.9,121944.7,-4078.1992,3641,14/09/2008,22.477,49.93,12.5225
88339.9,121919.4,-4078.1997,3642,14/09/2008,22.482,50.38,12.52
87704.6,121460.4,-4078.2,3643,14/09/2008,22.483,50.38,12.52
87320.9,121241.3,-4078.2,3644,14/09/2008,22.485,50.38,12.52
87308,121240.7,-4078.2,3645,14/09/2008,22.489,50.38,12.52
87296.1,121162.9,-4078.2,3646,14/09/2008,22.492,50.38,12.52
88336.7,121928,-4078.3,3647,14/09/2008,22.495,50.38,12.5175
88241.6,121684.9,-4078.3,3648,14/09/2008,22.5,50.38,12.5175
88202.8,121701.5,-4078.3,3649,14/09/2008,22.501,50.38,12.5175
88196.4,121755.5,-4078.3,3650,14/09/2008,22.515,50.38,12.515
88426.8,121980.4,-4078.3051,3651,14/09/2008,22.522,50.38,12.515
88400.1,121994.3,-4078.3077,3652,14/09/2008,22.523,50.38,12.515
87311,121123.2,-4078.3221,3653,14/09/2008,22.529,50.38,12.5125
87414.8,120925.8,-4078.3245,3654,14/09/2008,22.534,50.38,12.5125
87454.7,120890.9,-4078.4,3655,14/09/2008,22.546,50.38,12.5125
87359.5,120880.4,-4078.4,3656,14/09/2008,22.561,50.38,12.51
87397.4,120884.4,-4078.4,3657,14/09/2008,22.564,50.38,12.51
88422,121945,-4078.4,3658,14/09/2008,22.57,50.38,12.5075
87395.3,120901.9,-4078.4,3659,14/09/2008,22.581,50.38,12.5075
87308.7,121095.4,-4078.4261,3660,14/09/2008,22.585,50.38,12.505
87433.4,120854.5,-4078.4281,3661,14/09/2008,22.588,50.38,12.505
88353.3,121910.7,-4078.4292,3662,14/09/2008,22.602,50.38,12.5025
87147.9,121150,-4078.4379,3663,14/09/2008,22.617,50.38,12.5025
87402.2,120940.3,-4078.468,3664,14/09/2008,22.625,50.38,12.5
87213.1,121041.2,-4078.49,3665,14/09/2008,22.628,50.38,12.4975
87250.2,121133.2,-4078.5,3666,14/09/2008,22.635,50.38,12.4975
87409.9,120919.7,-4078.5,3667,14/09/2008,22.64,50.38,12.495
88249.7,121737.1,-4078.5,3668,14/09/2008,22.655,50.38,12.495
88349.6,121985.5,-4078.5,3669,14/09/2008,22.673,50.38,12.4925
88388.4,121922.2,-4078.5,3670,14/09/2008,22.68,50.07,12.49
88377.3,121872.8,-4078.5,3671,14/09/2008,22.681,50.08,12.49
87255.5,121081.6,-4078.5,3672,14/09/2008,22.71,50.09,12.4875
87219.7,121050.3,-4078.5785,3673,14/09/2008,22.712,50.09,12.485
88337.2,121898.9,-4078.6,3674,14/09/2008,22.718,48.52,12.485
87250.7,121053.8,-4078.6,3675,14/09/2008,22.725,48.48,12.4825
88420.9,121915.5,-4078.6,3676,14/09/2008,22.736,48.14,12.48
87390.7,120914.7,-4078.6,3677,14/09/2008,22.749,50.12,12.48
88192.3,121706.9,-4078.6,3678,14/09/2008,22.761,50.13,12.4775
87309.6,121166.7,-4078.6,3679,14/09/2008,22.779,50.14,12.475
88242.1,121758.3,-4078.6,3680,14/09/2008,22.83,50.15,12.4725
87245,121190.6,-4078.6402,3681,14/09/2008,22.834,50.15,12.4725
87432,120963.3,-4078.6479,3682,14/09/2008,22.844,50.16,12.47
87244.3,121137.3,-4078.6688,3683,14/09/2008,22.847,50.17,12.4675
87438.8,120885.5,-4078.6884,3684,14/09/2008,22.852,50.18,12.465
87249,121118,-4078.7,3685,14/09/2008,22.863,50.18,12.4625
87179.8,121112.7,-4078.7,3686,14/09/2008,22.883,50.19,12.4625
88634.9,122949.1,-4078.7,3687,14/09/2008,22.891,49.48,12.46
87272.6,121079.1,-4078.7,3688,14/09/2008,22.895,49.15,12.4575
87201.8,121091.4,-4078.7,3689,14/09/2008,22.897,49.84,12.455
87271.7,121036.5,-4078.7,3690,14/09/2008,22.901,48.48,12.4525
87197.6,121118.3,-4078.7,3691,14/09/2008,22.914,48.11,12.45
88646.3,122911.5,-4078.7,3692,14/09/2008,22.916,50.24,12.45
87382.2,121161.3,-4078.7277,3693,14/09/2008,22.919,50.24,12.4475
87959,121993.7,-4078.7568,3694,14/09/2008,22.936,50.25,12.445
88658.6,122916.3,-4078.759,3695,14/09/2008,22.947,49.24,12.4425
88412.6,121935,-4078.7701,3696,14/09/2008,22.962,49.24,12.44
88363.1,121977.4,-4078.7737,3697,14/09/2008,22.983,49.24,12.4375
87145.6,121223.6,-4078.8,3698,14/09/2008,22.985,49.24,12.4375
87114.8,121175.1,-4078.9,3699,14/09/2008,22.987,49.24,12.435
87455.9,120838.6,-4078.9,3700,14/09/2008,22.999,49.24,12.4325
87226.6,121129.2,-4078.9,3701,14/09/2008,23.003,49.24,12.43
87058.3,121132.5,-4078.9,3702,14/09/2008,23.011,49.24,12.4275
87066.5,121156.5,-4078.9,3703,14/09/2008,23.013,49.24,12.425
88313.3,121915.3,-4078.9,3704,14/09/2008,23.045,49.24,12.425
88349.1,121906.5,-4079,3705,14/09/2008,23.112,49.24,12.4225
87255.9,121080.9,-4079,3706,14/09/2008,23.141,49.24,12.42
87146.2,121155.3,-4079,3707,14/09/2008,23.204,49.24,12.4175
87204.7,121132,-4079,3708,14/09/2008,23.206,49.24,12.415
87226,121149.3,-4079.0372,3709,14/09/2008,23.209,49.24,12.415
88411.7,121957.1,-4079.0421,3710,14/09/2008,23.254,49.24,12.4125
88224.1,121582.5,-4079.1,3711,14/09/2008,23.283,49.24,12.41
88174.4,121612,-4079.1,3712,14/09/2008,23.29,49.24,12.4075
88273.5,121618.1,-4079.1,3713,14/09/2008,23.294,49.24,12.405
87455.6,120902.9,-4079.1,3714,14/09/2008,23.328,49.24,12.405
87817.1,121566.7,-4079.1,3715,14/09/2008,23.346,49.24,12.4025
88246.7,121761.1,-4079.1,3716,14/09/2008,23.376,49.24,12.4
88254.8,121702.2,-4079.1,3717,14/09/2008,23.381,49.24,12.3975
88248.6,121710.7,-4079.1,3718,14/09/2008,23.41,49.24,12.3975
87998.2,122005.7,-4079.1,3719,14/09/2008,23.521,49.24,12.395
87233.8,121076.6,-4079.116,3720,14/09/2008,23.527,49.24,12.3925
87234.4,121068.6,-4079.1276,3721,14/09/2008,23.531,49.24,12.39
87219.3,121096.9,-4079.128,3722,14/09/2008,23.552,49.24,12.39
87207.8,121187.1,-4079.1482,3723,14/09/2008,23.558,49.24,12.3875
87165.1,121137.9,-4079.1678,3724,14/09/2008,23.561,49.24,12.385
87313.9,121151.1,-4079.2,3725,14/09/2008,23.619,49.24,12.385
87142.4,121030.1,-4079.2,3726,14/09/2008,23.626,49.24,12.3825
87179.7,121057.2,-4079.2853,3727,14/09/2008,23.644,49.24,12.38
87304.4,121070.9,-4079.3,3728,14/09/2008,23.673,49.24,12.38
87164.2,121109.1,-4079.3,3729,14/09/2008,23.691,49.24,12.3775
87440.5,120944.7,-4079.3,3730,14/09/2008,23.72,49.24,12.375
87443,120933,-4079.3,3731,14/09/2008,23.754,49.24,12.375
87462.2,120917.9,-4079.3,3732,14/09/2008,23.756,49.24,12.3725
87105.9,121101.4,-4079.3,3733,14/09/2008,23.766,49.24,12.3725
88236.4,121762.6,-4079.3,3734,14/09/2008,23.774,49.24,12.37
87312.6,121110.6,-4079.3,3735,14/09/2008,23.806,49.24,12.3675
87272.8,121105.1,-4079.3,3736,14/09/2008,23.808,49.24,12.3675
87484.2,120801.4,-4079.3459,3737,14/09/2008,23.846,49.24,12.365
87263.8,121127.3,-4079.3506,3738,14/09/2008,23.853,49.24,12.365
87515.8,120998.2,-4079.4,3739,14/09/2008,23.857,49.24,12.3625
87470.7,120885.9,-4079.4,3740,14/09/2008,23.859,49.24,12.3625
87441.2,120860.5,-4079.4,3741,14/09/2008,23.864,49.24,12.36
87177.7,121135.5,-4079.4,3742,14/09/2008,23.876,49.24,12.36
87232.2,121072,-4079.4,3743,14/09/2008,23.896,49.24,12.3575
87296.2,121119,-4079.4234,3744,14/09/2008,23.904,49.24,12.3575
87195.6,121035.4,-4079.4342,3745,14/09/2008,23.916,49.24,12.355
88409.5,122305.1,-4079.4824,3746,14/09/2008,23.923,49.24,12.355
87445.2,120841,-4079.5,3747,14/09/2008,23.946,49.24,12.355
87460.2,120897.7,-4079.5,3748,14/09/2008,23.958,49.24,12.3525
87263.3,121028.6,-4079.5,3749,14/09/2008,23.962,49.24,12.3525
87458.6,120802.9,-4079.5,3750,14/09/2008,23.968,49.24,12.35
87440.6,120811.8,-4079.5,3751,14/09/2008,23.983,49.24,12.35
88066,121621.1,-4079.5,3752,14/09/2008,23.996,49.24,12.35
88055,121651.9,-4079.5048,3753,15/09/2008,0.005,49.24,12.3475
87144.1,120997,-4079.5333,3754,15/09/2008,0.014,49.24,12.3475
87395.5,120860.8,-4079.5548,3755,15/09/2008,0.025,49.24,12.3475
87460.2,120884.5,-4079.5664,3756,15/09/2008,0.03,49.24,12.3475
88071.9,121597.8,-4079.5797,3757,15/09/2008,0.049,49.24,12.345
88112.8,121573.1,-4079.6,3758,15/09/2008,0.057,49.24,12.345
87421.1,120800.5,-4079.6,3759,15/09/2008,0.06,49.24,12.345
88072.8,121549.2,-4079.6,3760,15/09/2008,0.062,49.24,12.345
88070.8,121568.5,-4079.6,3761,15/09/2008,0.069,49.24,12.3425
88093.9,121613,-4079.6,3762,15/09/2008,0.073,49.24,12.3425
88080.7,121551,-4079.6,3763,15/09/2008,0.077,49.24,12.3425
87507,120889.2,-4079.6,3764,15/09/2008,0.082,49.24,12.3425
87297.2,121154.5,-4079.6,3765,15/09/2008,0.101,49.24,12.3425
87421.7,120882.9,-4079.6044,3766,15/09/2008,0.114,49.24,12.34
88103.8,121574.3,-4079.6124,3767,15/09/2008,0.118,49.24,12.34
87505.6,120815.6,-4079.6721,3768,15/09/2008,0.129,49.24,12.34
87447,120901.7,-4079.7,3769,15/09/2008,0.134,49.24,12.34
88035.3,121623.6,-4079.7,3770,15/09/2008,0.143,49.24,12.34
88066.3,121643.3,-4079.7,3771,15/09/2008,0.146,49.24,12.34
87243.5,121082.4,-4079.7,3772,15/09/2008,0.151,49.24,12.34
87195.4,121050.7,-4079.7,3773,15/09/2008,0.16,49.24,12.34
87442.2,120835.3,-4079.7,3774,15/09/2008,0.175,49.24,12.34
87174.2,121137.4,-4079.7,3775,15/09/2008,0.181,49.24,12.3375
87474.8,120883.4,-4079.7524,3776,15/09/2008,0.187,49.24,12.3375
87502.1,120872.7,-4079.79,3777,15/09/2008,0.193,49.24,12.3375
88506.3,122277.7,-4079.8,3778,15/09/2008,0.195,49.24,12.3375
87487.5,120897.9,-4079.8,3779,15/09/2008,0.213,49.24,12.3375
88386.7,122053.9,-4079.835,3780,15/09/2008,0.23,49.24,12.3375
88153,121519.6,-4079.8373,3781,15/09/2008,0.313,49.24,12.3375
88188.7,121534.2,-4079.8822,3782,15/09/2008,0.319,49.24,12.3375
88152.4,121456.5,-4079.8844,3783,15/09/2008,0.327,49.24,12.3375
87209,121020.8,-4079.8888,3784,15/09/2008,0.33,49.24,12.3375
88205.5,121563,-4079.9,3785,15/09/2008,0.342,49.24,12.34
88138,121563.3,-4079.9,3786,15/09/2008,0.345,49.24,12.34
88056,121482.8,-4079.9,3787,15/09/2008,0.348,49.24,12.34
87241.4,121030.7,-4079.9,3788,15/09/2008,0.352,49.24,12.34
87238.7,121026.9,-4079.9,3789,15/09/2008,0.372,49.24,12.34
88126.2,121538.2,-4079.9,3790,15/09/2008,0.386,49.24,12.34
87204.3,121079.7,-4079.9,3791,15/09/2008,0.407,49.24,12.34
88084.6,121501.8,-4079.9057,3792,15/09/2008,0.411,49.24,12.34
88092.4,121498.7,-4079.9361,3793,15/09/2008,0.419,49.24,12.34
88074.7,121519.8,-4080,3794,15/09/2008,0.429,49.24,12.34
88123.6,122268.6,-4080,3795,15/09/2008,0.44,49.24,12.34
87276.7,121042.7,-4080,3796,15/09/2008,0.463,49.24,12.3425
88078.7,122260.8,-4080,3797,15/09/2008,0.472,49.24,12.3425
88096.1,121536.1,-4080,3798,15/09/2008,0.476,49.24,12.3425
88102.6,121534.7,-4080,3799,15/09/2008,0.491,49.24,12.3425
88109.1,121551.7,-4080,3800,15/09/2008,0.497,49.24,12.3425
87405.1,120880.2,-4080,3801,15/09/2008,0.509,49.24,12.3425
88101.4,121451.5,-4080,3802,15/09/2008,0.552,49.24,12.345
88219,121554,-4080.0579,3803,15/09/2008,0.578,49.24,12.345
88174.6,121617.4,-4080.1,3804,15/09/2008,0.584,49.24,12.345
88183.7,121658.2,-4080.1,3805,15/09/2008,0.586,49.24,12.345
88186.1,121544.7,-4080.1,3806,15/09/2008,0.591,49.24,12.345
88119.4,121453.8,-4080.1161,3807,15/09/2008,0.594,49.24,12.345
88194.1,121497.3,-4080.158,3808,15/09/2008,0.6,49.24,12.3475
88180.2,121467.4,-4080.2,3809,15/09/2008,0.614,49.24,12.3475
88084.8,121444.6,-4080.2,3810,15/09/2008,0.617,49.24,12.3475
88175.8,121496.4,-4080.2,3811,15/09/2008,0.653,49.24,12.3475
88106.7,121417.2,-4080.2,3812,15/09/2008,0.656,49.24,12.35
88251.7,121921.1,-4080.2386,3813,15/09/2008,0.661,49.24,12.35
88294.8,121580,-4080.3,3814,15/09/2008,0.709,49.24,12.35
87483.2,121369.9,-4080.3647,3815,15/09/2008,0.716,49.24,12.35
88121.7,121532,-4080.3763,3816,15/09/2008,0.766,49.24,12.35
88118.8,121574.4,-4080.4,3817,15/09/2008,0.83,49.24,12.3525
88147.9,121536.9,-4080.4,3818,15/09/2008,0.85,49.24,12.3525
88131.3,121389.1,-4080.4,3819,15/09/2008,0.893,49.24,12.3525
87456.8,120799.1,-4080.4,3820,15/09/2008,0.924,49.24,12.3525
88085.1,121446.6,-4080.4,3821,15/09/2008,0.939,49.24,12.355
87232.2,121179.4,-4080.4875,3822,15/09/2008,0.955,49.24,12.355
87276,121192.2,-4080.5,3823,15/09/2008,0.966,49.24,12.355
87288.5,121097.4,-4080.5,3824,15/09/2008,0.971,49.24,12.355
87174.6,121087.6,-4080.5,3825,15/09/2008,0.979,49.24,12.3575
87192.3,121049.7,-4080.5689,3826,15/09/2008,0.981,49.24,12.3575
88314.3,121733,-4080.6,3827,15/09/2008,1.023,49.24,12.3575
87311.2,121096.1,-4080.6,3828,15/09/2008,1.035,49.23,12.3575
88288.3,121825.4,-4080.6,3829,15/09/2008,1.05,49.24,12.3575
87697.7,121492.6,-4080.6,3830,15/09/2008,1.064,49.26,12.36
88472.2,121935.2,-4080.6,3831,15/09/2008,1.141,49.27,12.36
88116.4,122225.5,-4080.6,3832,15/09/2008,1.148,49.28,12.36
87287.2,121136.3,-4080.6146,3833,15/09/2008,1.156,49.29,12.36
87294.2,121098.5,-4080.6155,3834,15/09/2008,1.171,49.29,12.3625
87287.1,121087.2,-4080.7,3835,15/09/2008,1.187,49.29,12.3625
87232.5,121227,-4080.7454,3836,15/09/2008,1.204,49.29,12.3625
87306,121150.1,-4080.8,3837,15/09/2008,1.216,49.29,12.3625
87283.8,121053.2,-4080.8,3838,15/09/2008,1.246,49.29,12.365
87303.1,121296,-4080.8,3839,15/09/2008,1.284,49.29,12.365
88383.6,121900,-4080.8,3840,15/09/2008,1.299,49.29,12.365
88388.2,121881.3,-4080.8,3841,15/09/2008,1.301,49.29,12.365
88203.2,121576.6,-4080.8285,3842,15/09/2008,1.306,49.29,12.3675
88224.2,121615.5,-4080.872,3843,15/09/2008,1.404,49.29,12.3675
88227.1,121617.3,-4080.9,3844,15/09/2008,1.415,49.29,12.3675
87286.4,121057.1,-4080.9,3845,15/09/2008,1.421,49.29,12.3675
88137.7,121406.6,-4080.9,3846,15/09/2008,1.432,49.29,12.37
88172.8,121468.2,-4080.9187,3847,15/09/2008,1.433,49.29,12.37
87448.2,120816.2,-4080.9658,3848,15/09/2008,1.437,49.29,12.37
88162.3,121422.3,-4080.9878,3849,15/09/2008,1.442,49.29,12.37
88131.2,121450.7,-4081,3850,15/09/2008,1.447,49.29,12.37
88255.7,121660.7,-4081,3851,15/09/2008,1.471,49.28,12.3725
88111.6,121452.6,-4081,3852,15/09/2008,1.48,49.28,12.3725
87233.4,120987.4,-4081.0282,3853,15/09/2008,1.484,49.44,12.3725
87301.9,121115.4,-4081.0746,3854,15/09/2008,1.493,49.44,12.3725
88062.8,122202.4,-4081.0825,3855,15/09/2008,1.496,49.44,12.3725
87359,121074.2,-4081.0961,3856,15/09/2008,1.501,49.44,12.375
87303.9,121156.6,-4081.1,3857,15/09/2008,1.518,49.44,12.375
88179.6,121522.3,-4081.1,3858,15/09/2008,1.523,49.44,12.375
88151.7,121484.2,-4081.1,3859,15/09/2008,1.53,49.44,12.375
87190.9,121039.2,-4081.1,3860,15/09/2008,1.541,49.44,12.375
88261.3,121981.4,-4081.1,3861,15/09/2008,1.606,49.44,12.3775
87255.2,121204.1,-4081.1,3862,15/09/2008,1.609,49.43,12.3775
87423.8,120831.4,-4081.1,3863,15/09/2008,1.631,49.43,12.3775
87410.7,120903.6,-4081.1,3864,15/09/2008,1.641,49.43,12.3775
88291.9,121983.8,-4081.1,3865,15/09/2008,1.649,49.43,12.3775
87445.1,120806.7,-4081.1,3866,15/09/2008,1.658,49.43,12.38
88139.3,122227.5,-4081.1,3867,15/09/2008,1.685,49.43,12.38
88101.3,122275.8,-4081.1151,3868,15/09/2008,1.687,49.43,12.38
87284.7,121195.9,-4081.2,3869,15/09/2008,1.709,49.43,12.38
87272.7,121038.3,-4081.2,3870,15/09/2008,1.732,49.43,12.38
87292.3,121086.9,-4081.2,3871,15/09/2008,1.741,49.43,12.38
87263.8,121056.4,-4081.2,3872,15/09/2008,1.747,49.43,12.3825
87186.6,121212.8,-4081.2,3873,15/09/2008,1.757,49.43,12.3825
88282.1,121595.6,-4081.2,3874,15/09/2008,1.759,49.43,12.3825
88310.5,121978.7,-4081.2,3875,15/09/2008,1.773,49.43,12.3825
88252.6,121989.5,-4081.2,3876,15/09/2008,1.78,49.43,12.3825
88295,121994.5,-4081.2,3877,15/09/2008,1.785,49.43,12.3825
88335.3,121976.6,-4081.2,3878,15/09/2008,1.788,49.43,12.385
88300.2,122041,-4081.2,3879,15/09/2008,1.798,49.43,12.385
88304.7,122049.1,-4081.208,3880,15/09/2008,1.804,49.43,12.385
88292.3,122053.9,-4081.262,3881,15/09/2008,1.808,49.43,12.385
88288.5,122017.8,-4081.289,3882,15/09/2008,1.821,49.43,12.385
88239,122005,-4081.3,3883,15/09/2008,1.832,49.43,12.385
88359.4,121942.2,-4081.3,3884,15/09/2008,1.836,49.43,12.385
88326.6,121945.6,-4081.3,3885,15/09/2008,1.839,49.43,12.3875
88354.4,121958.5,-4081.3,3886,15/09/2008,1.84,49.43,12.3875
88215,122007.6,-4081.3249,3887,15/09/2008,1.858,49.43,12.3875
87131.6,121050.2,-4081.3827,3888,15/09/2008,1.909,49.43,12.3875
87273.6,121097.5,-4081.399,3889,15/09/2008,1.926,49.43,12.3875
87309.8,121091.8,-4081.4,3890,15/09/2008,1.974,49.43,12.3875
87232.4,121136.9,-4081.4,3891,15/09/2008,1.989,49.43,12.3875
87305,121017.9,-4081.4793,3892,15/09/2008,2.025,49.43,12.3875
88172.6,122236.1,-4081.5,3893,15/09/2008,2.083,49.43,12.39
87451.6,120875.1,-4081.5,3894,15/09/2008,2.106,49.43,12.39
87258.7,121195.3,-4081.5202,3895,15/09/2008,2.186,49.43,12.39
87228.4,121188.2,-4081.5261,3896,15/09/2008,2.188,49.43,12.39
87258.9,121158.5,-4081.5272,3897,15/09/2008,2.205,49.43,12.39
87346.6,121072.8,-4081.5485,3898,15/09/2008,2.222,49.43,12.39
88274.9,121641.8,-4081.5777,3899,15/09/2008,2.254,49.43,12.39
88278.1,121698.4,-4081.6,3900,15/09/2008,2.26,49.43,12.39
88150.8,122230.4,-4081.6,3901,15/09/2008,2.281,49.43,12.39
87207.5,121266.7,-4081.6,3902,15/09/2008,2.285,49.43,12.39
87082.2,121143.7,-4081.6,3903,15/09/2008,2.354,49.43,12.39
88070.7,121415.7,-4081.6,3904,15/09/2008,2.372,49.43,12.3925
87221.7,120995.5,-4081.6149,3905,15/09/2008,2.393,49.43,12.3925
87178.2,120956.7,-4081.6359,3906,15/09/2008,2.395,49.43,12.3925
87208.4,121082.6,-4081.7,3907,15/09/2008,2.442,49.43,12.3925
87254.6,121150.2,-4081.7,3908,15/09/2008,2.444,49.43,12.3925
87237,121160,-4081.7,3909,15/09/2008,2.449,49.43,12.3925
87228.3,121049.9,-4081.7,3910,15/09/2008,2.457,49.43,12.3925
87294.2,121107.8,-4081.7,3911,15/09/2008,2.472,49.43,12.3925
88113.2,122252.4,-4081.7,3912,15/09/2008,2.48,49.43,12.3925
88092.6,122257.8,-4081.7079,3913,15/09/2008,2.485,49.43,12.3925
88068.2,122249.2,-4081.7503,3914,15/09/2008,2.488,49.43,12.3925
88116.6,122168.1,-4081.7923,3915,15/09/2008,2.504,49.43,12.3925
87267.4,120976.2,-4081.8,3916,15/09/2008,2.531,49.43,12.3925
87229.2,121021.2,-4081.8,3917,15/09/2008,2.536,49.43,12.3925
87250.8,121009.8,-4081.8386,3918,15/09/2008,2.544,49.43,12.3925
87232.2,121039.3,-4081.9,3919,15/09/2008,2.55,49.43,12.3925
88554.3,122002.8,-4081.9,3920,15/09/2008,2.556,49.43,12.395
87236.8,121032.3,-4081.9,3921,15/09/2008,2.569,49.43,12.395
88074.4,121401.4,-4081.9,3922,15/09/2008,2.576,49.43,12.395
88525.4,122085.9,-4081.9,3923,15/09/2008,2.579,49.43,12.395
87278.2,120990.1,-4081.9,3924,15/09/2008,2.582,49.43,12.395
87223,121009.2,-4081.9,3925,15/09/2008,2.585,49.43,12.395
87219.3,121033.9,-4081.9,3926,15/09/2008,2.598,49.42,12.395
88117.2,122174.9,-4081.9,3927,15/09/2008,2.609,49.42,12.395
88136.2,122210.5,-4081.9028,3928,15/09/2008,2.622,49.42,12.395
88108.1,121417.2,-4081.912,3929,15/09/2008,2.671,49.42,12.395
88287.3,121666.9,-4081.933,3930,15/09/2008,2.687,49.42,12.395
87239.5,121039.3,-4082,3931,15/09/2008,2.729,49.42,12.395
87203.7,120992.1,-4082,3932,15/09/2008,2.753,49.42,12.395
87852.6,121066.6,-4082,3933,15/09/2008,2.759,49.42,12.395
88134.3,122138.5,-4082,3934,15/09/2008,2.788,49.42,12.395
87532.6,121859.1,-4082,3935,15/09/2008,2.805,49.42,12.395
88239.8,121679.5,-4082,3936,15/09/2008,2.825,49.42,12.395
87818.9,121987.2,-4082.0652,3937,15/09/2008,2.894,49.42,12.395
87822.7,121960.9,-4082.1,3938,15/09/2008,2.905,49.42,12.395
87193.4,120965.8,-4082.1066,3939,15/09/2008,2.926,49.42,12.395
88564,122083.8,-4082.1465,3940,15/09/2008,2.938,49.42,12.395
87261.6,121066.4,-4082.1558,3941,15/09/2008,2.953,49.42,12.395
88103.7,122243.6,-4082.1666,3942,15/09/2008,2.967,49.42,12.395
88104.3,122187.4,-4082.2,3943,15/09/2008,2.978,49.42,12.395
87234.5,121022.1,-4082.2,3944,15/09/2008,2.984,49.42,12.395
88144,122173.4,-4082.2,3945,15/09/2008,2.986,49.42,12.395
88372.1,121996.7,-4082.2,3946,15/09/2008,2.996,49.42,12.395
87279.9,120999.6,-4082.2,3947,15/09/2008,3.003,49.42,12.395
87266.8,121035.4,-4082.2,3948,15/09/2008,3.018,49.42,12.395
87208.8,120979,-4082.2,3949,15/09/2008,3.041,49.42,12.395
87206.7,121026.2,-4082.2,3950,15/09/2008,3.06,49.42,12.395
88570.3,122292.4,-4082.2139,3951,15/09/2008,3.131,49.42,12.395
87208.2,121119.7,-4082.2284,3952,15/09/2008,3.145,49.42,12.395
87204.2,121090.7,-4082.2371,3953,15/09/2008,3.202,49.42,12.395
